Prospecto,Semana,Verificado,Oe,PrioridadProspecto,Canal
8969,41,No,,Prioridad Baja,Instagram
8970,41,Si,1,Prioridad Alta,Instagram
8971,41,Si,2,Prioridad Alta,Organico
8972,41,Si,14,Prioridad Alta,Organico
8973,41,Si,8,Prioridad Alta,Organico
8974,41,No,,Prioridad Alta,Organico
8975,41,No,,Prioridad Baja,Organico
8976,41,Si,2,Prioridad Alta,Instagram
8977,41,No,,Prioridad Media,AdWords
8978,41,No,,Prioridad Alta,Facebook
8979,41,Si,2,Prioridad Alta,Organico
8980,41,No,,Prioridad Alta,Instagram
8981,41,No,,Prioridad Alta,Organico
8982,41,Si,2,Prioridad Media,Organico
8983,41,Si,4,Prioridad Alta,Organico
8984,41,Si,1,Prioridad Alta,Organico
8985,41,Si,5,Prioridad Alta,Organico
8986,41,No,,Prioridad Alta,Instagram
8987,41,No,,Prioridad Media,Organico
8988,41,Si,2,Prioridad Baja,Organico
8989,41,No,,Prioridad Alta,AdWords
8990,41,No,,Prioridad Alta,AdWords
8991,41,No,,Prioridad Media,Instagram
8992,41,Si,2,Prioridad Alta,Instagram
8993,41,No,,Prioridad Alta,Organico
8994,41,No,,Prioridad Alta,AdWords
8995,41,Si,4,Prioridad Media,Facebook
8996,41,No,,Prioridad Baja,Instagram
8997,41,No,,Prioridad Baja,AdWords
8998,41,Si,3,Prioridad Alta,Organico
8999,41,No,,Prioridad Baja,Instagram
9000,41,Si,3,Prioridad Alta,Organico
9001,41,No,,Prioridad Media,AdWords
9002,41,No,,Prioridad Baja,AdWords
9003,41,Si,4,Prioridad Alta,Facebook
9004,41,Si,16,Prioridad Alta,Instagram
9005,41,No,,Prioridad Alta,Facebook
9006,41,Si,5,Prioridad Media,Organico
9007,41,No,,Prioridad Alta,AdWords
9008,41,Si,18,Prioridad Media,Instagram
9009,41,Si,7,Prioridad Alta,Organico
9010,41,No,,Prioridad Alta,Instagram
9011,41,Si,6,Prioridad Alta,Instagram
9012,41,No,,Prioridad Alta,Organico
9013,41,No,,Prioridad Media,Instagram
9014,41,Si,4,Prioridad Alta,Instagram
9015,41,No,,Prioridad Alta,Instagram
9016,41,No,,Prioridad Media,Facebook
9017,41,Si,6,Prioridad Alta,Organico
9018,41,No,,Prioridad Alta,AdWords
9019,41,Si,6,Prioridad Alta,Facebook
9020,41,Si,5,Prioridad Alta,Organico
9021,41,Si,5,Prioridad Alta,Facebook
9022,41,No,,Prioridad Alta,Instagram
9023,41,No,,Prioridad Alta,AdWords
9024,41,No,,Prioridad Alta,AdWords
9025,41,Si,9,Prioridad Media,Facebook
9026,41,No,,Prioridad Media,AdWords
9027,41,Si,13,Prioridad Alta,Facebook
9028,41,Si,1,Prioridad Alta,AdWords
9029,41,No,,Prioridad Media,Instagram
9030,41,No,,Prioridad Media,Organico
9031,41,Si,12,Prioridad Alta,Organico
9032,41,No,,Prioridad Baja,AdWords
9033,41,No,,Prioridad Alta,Instagram
9034,41,No,,Prioridad Baja,AdWords
9035,41,Si,2,Prioridad Alta,AdWords
9036,41,No,,Prioridad Media,AdWords
9037,41,No,,Prioridad Alta,Instagram
9038,41,No,,Prioridad Alta,Instagram
9039,41,No,,Prioridad Baja,Instagram
9040,41,No,,Prioridad Media,Instagram
9041,41,No,,Prioridad Baja,Organico
9042,41,Si,3,Prioridad Alta,Organico
9043,41,No,,Prioridad Alta,Instagram
9044,41,Si,21,Prioridad Media,Organico
9045,41,Si,17,Prioridad Alta,Instagram
9046,41,No,,Prioridad Media,Organico
9047,41,No,,Prioridad Alta,AdWords
9048,41,No,,Prioridad Media,Organico
9049,41,No,,Prioridad Alta,Instagram
9050,41,No,,Prioridad Media,AdWords
9051,41,Si,4,Prioridad Alta,Instagram
9052,41,No,,Prioridad Media,Organico
9053,41,No,,Prioridad Baja,Instagram
9054,41,No,,Prioridad Alta,Instagram
9055,41,Si,2,Prioridad Alta,AdWords
9056,41,Si,1,Prioridad Media,Instagram
9057,41,Si,21,Prioridad Alta,AdWords
9058,41,Si,7,Prioridad Baja,Organico
9059,41,Si,16,Prioridad Alta,AdWords
9060,41,Si,1,Prioridad Alta,AdWords
9061,41,Si,4,Prioridad Alta,Instagram
9062,41,No,,Prioridad Baja,AdWords
9063,41,No,,Prioridad Alta,Instagram
9064,41,Si,3,Prioridad Alta,Instagram
9065,41,No,,Prioridad Media,Organico
9066,41,Si,6,Prioridad Alta,Organico
9067,41,Si,4,Prioridad Alta,Organico
9068,41,Si,2,Prioridad Media,Instagram
9069,41,No,,Prioridad Alta,Organico
9070,41,Si,1,Prioridad Media,AdWords
9071,41,No,,Prioridad Baja,Organico
9072,41,No,,Prioridad Media,Instagram
9073,41,No,,Prioridad Alta,Organico
9074,41,No,,Prioridad Alta,AdWords
9075,41,Si,3,Prioridad Alta,Facebook
9076,41,No,,Prioridad Baja,Instagram
9077,41,No,,Prioridad Media,Instagram
9078,41,Si,21,Prioridad Alta,Organico
9079,41,Si,2,Prioridad Baja,Instagram
9080,41,Si,2,Prioridad Media,Instagram
9081,41,No,,Prioridad Media,AdWords
9082,41,No,,Prioridad Media,Organico
9083,41,No,,Prioridad Media,Instagram
9084,41,No,,Prioridad Media,AdWords
9085,41,No,,Prioridad Baja,Instagram
9086,41,No,,Prioridad Media,Organico
9087,41,No,,Prioridad Alta,Instagram
9088,41,Si,4,Prioridad Alta,Instagram
9089,41,No,,Prioridad Alta,Organico
9090,41,No,,Prioridad Alta,Instagram
9091,41,Si,2,Prioridad Alta,AdWords
9092,41,No,,Prioridad Baja,AdWords
9093,41,Si,6,Prioridad Alta,Organico
9094,41,No,,Prioridad Alta,Organico
9095,41,No,,Prioridad Media,AdWords
9096,41,Si,7,Prioridad Alta,AdWords
9097,41,No,,Prioridad Baja,Organico
9098,41,Si,3,Prioridad Alta,Organico
9099,41,No,,Prioridad Alta,Organico
9100,41,No,,Prioridad Alta,Organico
9101,41,No,,Prioridad Media,AdWords
9102,41,No,,Prioridad Media,Instagram
9103,41,Si,7,Prioridad Alta,Organico
9104,41,Si,6,Prioridad Alta,AdWords
9105,41,No,,Prioridad Alta,Instagram
9106,41,Si,3,Prioridad Alta,AdWords
9107,41,No,,Prioridad Media,AdWords
9108,41,Si,16,Prioridad Alta,Facebook
9109,41,No,,Prioridad Baja,AdWords
9110,41,No,,Prioridad Alta,Instagram
9111,41,Si,21,Prioridad Alta,AdWords
9112,41,No,,Prioridad Baja,AdWords
9113,41,No,,Prioridad Baja,AdWords
9114,41,Si,1,Prioridad Alta,Organico
9115,41,No,,Prioridad Alta,AdWords
9116,41,Si,4,Prioridad Alta,AdWords
9117,41,Si,4,Prioridad Media,AdWords
9118,41,Si,21,Prioridad Alta,Instagram
9119,41,Si,7,Prioridad Alta,Instagram
9120,41,Si,11,Prioridad Media,Organico
9121,41,Si,3,Prioridad Baja,Instagram
9122,41,No,,Prioridad Alta,Organico
9123,41,No,,Prioridad Baja,AdWords
9124,41,No,,Prioridad Baja,Instagram
9125,41,No,,Prioridad Baja,Instagram
9126,41,No,,Prioridad Baja,Instagram
9127,41,No,,Prioridad Alta,AdWords
9128,41,No,,Prioridad Alta,AdWords
9129,41,Si,4,Prioridad Alta,Organico
9130,41,No,,Prioridad Baja,AdWords
9131,41,No,,Prioridad Media,Instagram
9132,41,Si,9,Prioridad Alta,Organico
9133,41,No,,Prioridad Media,Instagram
9134,41,Si,3,Prioridad Media,Facebook
9135,41,Si,10,Prioridad Alta,AdWords
9136,41,Si,18,Prioridad Alta,AdWords
9137,41,Si,20,Prioridad Alta,AdWords
9138,41,Si,4,Prioridad Alta,Instagram
9139,41,Si,17,Prioridad Alta,Organico
9140,41,Si,6,Prioridad Media,Organico
9141,41,No,,Prioridad Baja,Organico
9142,41,No,,Prioridad Alta,AdWords
9143,41,Si,4,Prioridad Alta,Instagram
9144,41,No,,Prioridad Baja,Facebook
9145,41,No,,Prioridad Media,Facebook
9146,41,Si,3,Prioridad Media,Instagram
9147,41,Si,5,Prioridad Alta,Instagram
9148,41,Si,4,Prioridad Alta,Instagram
9149,41,No,,Prioridad Alta,Organico
9150,41,Si,4,Prioridad Alta,AdWords
9151,41,Si,18,Prioridad Baja,AdWords
9152,41,Si,21,Prioridad Alta,AdWords
9153,41,No,,Prioridad Media,Instagram
9154,41,No,,Prioridad Baja,AdWords
9155,41,Si,19,Prioridad Alta,AdWords
9156,41,Si,21,Prioridad Alta,Organico
9157,41,Si,7,Prioridad Alta,Instagram
9158,41,Si,3,Prioridad Alta,Organico
9159,41,No,,Prioridad Baja,AdWords
9160,41,No,,Prioridad Alta,AdWords
9161,41,No,,Prioridad Media,AdWords
9162,41,No,,Prioridad Media,Instagram
9163,41,Si,6,Prioridad Alta,Organico
9164,41,Si,9,Prioridad Baja,Instagram
9165,41,No,,Prioridad Media,Instagram
9166,41,No,,Prioridad Alta,Organico
9167,41,No,,Prioridad Media,AdWords
9168,41,Si,21,Prioridad Baja,AdWords
9169,41,Si,18,Prioridad Baja,Organico
9170,41,No,,Prioridad Baja,Organico
9171,41,No,,Prioridad Alta,Instagram
9172,41,No,,Prioridad Alta,Organico
9173,41,Si,7,Prioridad Alta,Facebook
9174,41,No,,Prioridad Baja,Organico
9175,41,No,,Prioridad Baja,AdWords
9176,41,Si,2,Prioridad Alta,Instagram
9177,41,Si,9,Prioridad Alta,Facebook
9178,41,No,,Prioridad Alta,Facebook
9179,41,No,,Prioridad Media,Instagram
9180,41,No,,Prioridad Alta,Organico
9181,41,No,,Prioridad Alta,Facebook
9182,41,No,,Prioridad Baja,Instagram
9183,41,No,,Prioridad Baja,AdWords
9184,41,No,,Prioridad Baja,Organico
9185,41,Si,12,Prioridad Media,AdWords
9186,41,No,,Prioridad Alta,Organico
9187,41,Si,4,Prioridad Alta,AdWords
9188,41,Si,2,Prioridad Alta,Organico
9189,41,Si,4,Prioridad Media,Organico
9190,41,No,,Prioridad Media,Instagram
9191,41,No,,Prioridad Media,Instagram
9192,41,No,,Prioridad Media,Organico
9193,42,Si,16,Prioridad Alta,Organico
9194,42,Si,4,Prioridad Media,Organico
9195,42,No,,Prioridad Media,Instagram
9196,42,Si,4,Prioridad Media,Organico
9197,42,Si,2,Prioridad Alta,AdWords
9198,42,Si,12,Prioridad Alta,AdWords
9199,42,Si,5,Prioridad Baja,AdWords
9200,42,No,,Prioridad Alta,Instagram
9201,42,No,,Prioridad Alta,Facebook
9202,42,No,,Prioridad Media,Organico
9203,42,Si,16,Prioridad Alta,Organico
9204,42,No,,Prioridad Media,Organico
9205,42,No,,Prioridad Baja,Instagram
9206,42,No,,Prioridad Alta,Instagram
9207,42,No,,Prioridad Alta,AdWords
9208,42,No,,Prioridad Alta,AdWords
9209,42,Si,1,Prioridad Media,Instagram
9210,42,No,,Prioridad Alta,AdWords
9211,42,Si,13,Prioridad Alta,AdWords
9212,42,No,,Prioridad Baja,Facebook
9213,42,Si,7,Prioridad Alta,Instagram
9214,42,No,,Prioridad Baja,Instagram
9215,42,No,,Prioridad Baja,AdWords
9216,42,No,,Prioridad Media,Organico
9217,42,No,,Prioridad Baja,Organico
9218,42,No,,Prioridad Alta,Organico
9219,42,No,,Prioridad Alta,AdWords
9220,42,No,,Prioridad Baja,AdWords
9221,42,No,,Prioridad Media,AdWords
9222,42,No,,Prioridad Media,Organico
9223,42,Si,6,Prioridad Media,Organico
9224,42,No,,Prioridad Baja,Facebook
9225,42,Si,7,Prioridad Alta,Organico
9226,42,No,,Prioridad Baja,Organico
9227,42,No,,Prioridad Media,Organico
9228,42,No,,Prioridad Media,Facebook
9229,42,Si,13,Prioridad Media,Organico
9230,42,No,,Prioridad Media,AdWords
9231,42,Si,11,Prioridad Alta,Organico
9232,42,No,,Prioridad Baja,Organico
9233,42,No,,Prioridad Media,AdWords
9234,42,No,,Prioridad Alta,Instagram
9235,42,Si,6,Prioridad Alta,Organico
9236,42,Si,17,Prioridad Alta,Facebook
9237,42,Si,5,Prioridad Baja,Organico
9238,42,No,,Prioridad Media,Organico
9239,42,No,,Prioridad Baja,AdWords
9240,42,No,,Prioridad Alta,AdWords
9241,42,Si,3,Prioridad Media,Facebook
9242,42,No,,Prioridad Baja,Instagram
9243,42,Si,3,Prioridad Media,Instagram
9244,42,Si,4,Prioridad Alta,Instagram
9245,42,No,,Prioridad Alta,Organico
9246,42,No,,Prioridad Baja,Instagram
9247,42,No,,Prioridad Baja,Organico
9248,42,No,,Prioridad Media,Organico
9249,42,No,,Prioridad Baja,Instagram
9250,42,No,,Prioridad Media,Organico
9251,42,No,,Prioridad Baja,Organico
9252,42,No,,Prioridad Alta,Instagram
9253,42,Si,16,Prioridad Alta,Instagram
9254,42,No,,Prioridad Baja,Facebook
9255,42,No,,Prioridad Baja,AdWords
9256,42,No,,Prioridad Baja,Instagram
9257,42,No,,Prioridad Alta,AdWords
9258,42,No,,Prioridad Baja,Instagram
9259,42,No,,Prioridad Alta,Instagram
9260,42,No,,Prioridad Media,Instagram
9261,42,No,,Prioridad Alta,AdWords
9262,42,No,,Prioridad Baja,AdWords
9263,42,No,,Prioridad Alta,Organico
9264,42,No,,Prioridad Media,Instagram
9265,42,Si,17,Prioridad Alta,Instagram
9266,42,Si,7,Prioridad Alta,Instagram
9267,42,No,,Prioridad Media,AdWords
9268,42,No,,Prioridad Alta,AdWords
9269,42,No,,Prioridad Media,AdWords
9270,42,No,,Prioridad Baja,AdWords
9271,42,No,,Prioridad Media,Instagram
9272,42,Si,2,Prioridad Media,Instagram
9273,42,No,,Prioridad Media,AdWords
9274,42,No,,Prioridad Alta,Organico
9275,42,No,,Prioridad Baja,Organico
9276,42,No,,Prioridad Baja,Facebook
9277,42,Si,3,Prioridad Alta,Organico
9278,42,No,,Prioridad Baja,Facebook
9279,42,Si,1,Prioridad Alta,Instagram
9280,42,No,,Prioridad Alta,Organico
9281,42,No,,Prioridad Baja,AdWords
9282,42,No,,Prioridad Alta,AdWords
9283,42,No,,Prioridad Media,AdWords
9284,42,No,,Prioridad Media,Instagram
9285,42,Si,6,Prioridad Alta,Instagram
9286,42,No,,Prioridad Media,Organico
9287,42,No,,Prioridad Baja,AdWords
9288,42,Si,1,Prioridad Alta,Instagram
9289,42,No,,Prioridad Baja,Organico
9290,42,No,,Prioridad Alta,Instagram
9291,42,Si,4,Prioridad Alta,Organico
9292,42,No,,Prioridad Media,Organico
9293,42,No,,Prioridad Media,Organico
9294,42,Si,4,Prioridad Alta,Instagram
9295,42,No,,Prioridad Alta,Instagram
9296,42,Si,8,Prioridad Alta,AdWords
9297,42,Si,5,Prioridad Alta,Facebook
9298,42,No,,Prioridad Alta,AdWords
9299,42,No,,Prioridad Baja,AdWords
9300,42,No,,Prioridad Alta,Instagram
9301,42,Si,3,Prioridad Media,Instagram
9302,42,Si,5,Prioridad Alta,AdWords
9303,42,Si,5,Prioridad Alta,AdWords
9304,42,Si,15,Prioridad Alta,Instagram
9305,42,Si,15,Prioridad Alta,Organico
9306,42,Si,5,Prioridad Alta,Instagram
9307,42,No,,Prioridad Baja,AdWords
9308,42,No,,Prioridad Alta,Instagram
9309,42,No,,Prioridad Baja,AdWords
9310,42,No,,Prioridad Alta,Facebook
9311,42,No,,Prioridad Alta,Organico
9312,42,No,,Prioridad Alta,AdWords
9313,42,Si,6,Prioridad Alta,Instagram
9314,42,No,,Prioridad Baja,Organico
9315,42,No,,Prioridad Alta,Organico
9316,42,No,,Prioridad Media,AdWords
9317,42,No,,Prioridad Baja,Facebook
9318,42,No,,Prioridad Alta,Instagram
9319,42,Si,3,Prioridad Alta,Facebook
9320,42,No,,Prioridad Alta,AdWords
9321,42,Si,6,Prioridad Alta,Instagram
9322,42,No,,Prioridad Media,Organico
9323,42,Si,5,Prioridad Alta,Instagram
9324,42,No,,Prioridad Media,Organico
9325,42,No,,Prioridad Media,Facebook
9326,42,Si,6,Prioridad Baja,Organico
9327,42,No,,Prioridad Baja,Facebook
9328,42,Si,20,Prioridad Alta,Organico
9329,42,No,,Prioridad Alta,AdWords
9330,42,Si,12,Prioridad Alta,Organico
9331,42,No,,Prioridad Media,Facebook
9332,42,Si,9,Prioridad Alta,AdWords
9333,42,No,,Prioridad Media,Facebook
9334,42,No,,Prioridad Alta,AdWords
9335,42,Si,12,Prioridad Alta,Organico
9336,42,Si,3,Prioridad Media,Organico
9337,42,No,,Prioridad Alta,Instagram
9338,42,Si,1,Prioridad Alta,Organico
9339,42,No,,Prioridad Alta,Organico
9340,42,No,,Prioridad Baja,AdWords
9341,42,No,,Prioridad Media,AdWords
9342,42,No,,Prioridad Media,Instagram
9343,42,No,,Prioridad Media,AdWords
9344,42,Si,3,Prioridad Alta,Facebook
9345,42,No,,Prioridad Media,AdWords
9346,42,Si,4,Prioridad Alta,Organico
9347,42,No,,Prioridad Baja,Organico
9348,42,No,,Prioridad Alta,AdWords
9349,42,Si,20,Prioridad Alta,AdWords
9350,42,No,,Prioridad Baja,Facebook
9351,42,No,,Prioridad Baja,AdWords
9352,42,No,,Prioridad Baja,Instagram
9353,42,Si,3,Prioridad Alta,Organico
9354,42,Si,6,Prioridad Alta,Instagram
9355,42,No,,Prioridad Media,Instagram
9356,42,Si,6,Prioridad Media,Organico
9357,42,No,,Prioridad Media,Organico
9358,42,No,,Prioridad Media,Instagram
9359,42,No,,Prioridad Media,AdWords
9360,42,No,,Prioridad Alta,Instagram
9361,42,Si,5,Prioridad Alta,Instagram
9362,42,Si,12,Prioridad Alta,AdWords
9363,42,Si,16,Prioridad Alta,Instagram
9364,42,No,,Prioridad Media,AdWords
9365,42,Si,1,Prioridad Alta,AdWords
9366,42,No,,Prioridad Baja,AdWords
9367,42,No,,Prioridad Baja,Organico
9368,42,Si,3,Prioridad Alta,Instagram
9369,42,Si,4,Prioridad Alta,Facebook
9370,42,No,,Prioridad Alta,Organico
9371,42,No,,Prioridad Baja,Facebook
9372,42,Si,16,Prioridad Alta,Organico
9373,42,Si,3,Prioridad Alta,AdWords
9374,42,No,,Prioridad Baja,AdWords
9375,42,No,,Prioridad Media,Organico
9376,42,Si,2,Prioridad Alta,Instagram
9377,42,No,,Prioridad Baja,Instagram
9378,42,No,,Prioridad Alta,AdWords
9379,42,No,,Prioridad Baja,AdWords
9380,42,Si,2,Prioridad Alta,AdWords
9381,42,Si,16,Prioridad Alta,Instagram
9382,42,No,,Prioridad Alta,Instagram
9383,42,Si,3,Prioridad Baja,Instagram
9384,42,Si,4,Prioridad Baja,Organico
9385,42,No,,Prioridad Baja,Organico
9386,42,No,,Prioridad Baja,Facebook
9387,42,Si,6,Prioridad Alta,Organico
9388,42,Si,2,Prioridad Alta,Organico
9389,42,No,,Prioridad Alta,Instagram
9390,42,No,,Prioridad Media,AdWords
9391,42,No,,Prioridad Alta,Instagram
9392,42,Si,7,Prioridad Alta,Organico
9393,42,Si,4,Prioridad Alta,Organico
9394,42,No,,Prioridad Media,Organico
9395,42,Si,3,Prioridad Alta,Facebook
9396,42,No,,Prioridad Alta,AdWords
9397,42,Si,19,Prioridad Alta,Facebook
9398,42,No,,Prioridad Baja,Instagram
9399,42,Si,4,Prioridad Alta,Organico
9400,42,No,,Prioridad Media,AdWords
9401,42,No,,Prioridad Media,AdWords
9402,42,Si,2,Prioridad Media,Instagram
9403,42,Si,7,Prioridad Alta,Organico
9404,42,Si,3,Prioridad Media,AdWords
9405,42,Si,6,Prioridad Alta,Facebook
9406,42,No,,Prioridad Media,AdWords
9407,42,Si,18,Prioridad Alta,AdWords
9408,42,Si,16,Prioridad Alta,Organico
9409,42,No,,Prioridad Baja,AdWords
9410,42,No,,Prioridad Baja,Facebook
9411,42,Si,6,Prioridad Alta,Organico
9412,42,Si,1,Prioridad Alta,Facebook
9413,42,Si,5,Prioridad Alta,Organico
9414,42,Si,3,Prioridad Alta,Instagram
9415,42,Si,2,Prioridad Alta,Organico
9416,42,Si,5,Prioridad Baja,Organico
9417,42,Si,10,Prioridad Alta,AdWords
9418,42,Si,4,Prioridad Alta,Organico
9419,42,No,,Prioridad Media,Instagram
9420,42,Si,8,Prioridad Alta,Instagram
9421,42,No,,Prioridad Baja,Organico
9422,42,Si,2,Prioridad Alta,Organico
9423,42,No,,Prioridad Media,Instagram
9424,42,No,,Prioridad Baja,AdWords
9425,42,Si,6,Prioridad Alta,Instagram
9426,42,Si,4,Prioridad Alta,AdWords
9427,42,No,,Prioridad Alta,Organico
9428,42,Si,9,Prioridad Media,AdWords
9429,42,Si,4,Prioridad Alta,Organico
9430,42,Si,9,Prioridad Media,Organico
9431,42,No,,Prioridad Baja,Instagram
9432,42,Si,13,Prioridad Alta,Instagram
9433,42,No,,Prioridad Media,Instagram
9434,42,Si,4,Prioridad Baja,AdWords
9435,42,Si,12,Prioridad Alta,AdWords
9436,42,No,,Prioridad Alta,Instagram
9437,42,Si,18,Prioridad Alta,Instagram
9438,42,No,,Prioridad Baja,Instagram
9439,42,No,,Prioridad Media,Organico
9440,42,Si,1,Prioridad Alta,AdWords
9441,42,No,,Prioridad Media,AdWords
9442,42,No,,Prioridad Media,AdWords
9443,42,No,,Prioridad Baja,Organico
9444,42,No,,Prioridad Baja,AdWords
9445,42,No,,Prioridad Media,Organico
9446,42,Si,2,Prioridad Baja,Instagram
9447,42,No,,Prioridad Media,AdWords
9448,42,No,,Prioridad Media,Instagram
9449,42,Si,9,Prioridad Alta,AdWords
9450,42,No,,Prioridad Media,Organico
9451,42,Si,4,Prioridad Alta,Organico
9452,42,Si,5,Prioridad Alta,Instagram
9453,42,Si,4,Prioridad Media,Facebook
9454,42,No,,Prioridad Alta,AdWords
9455,42,Si,2,Prioridad Alta,Instagram
9456,42,No,,Prioridad Alta,Organico
9457,42,Si,16,Prioridad Alta,Instagram
9458,42,Si,8,Prioridad Alta,AdWords
9459,42,Si,1,Prioridad Alta,Organico
9460,42,No,,Prioridad Alta,Instagram
9461,42,Si,4,Prioridad Alta,AdWords
9462,42,No,,Prioridad Alta,Organico
9463,42,No,,Prioridad Baja,AdWords
9464,42,No,,Prioridad Alta,Organico
9465,42,Si,6,Prioridad Alta,Instagram
9466,42,Si,6,Prioridad Baja,Instagram
9467,42,Si,12,Prioridad Alta,Instagram
9468,42,No,,Prioridad Alta,Instagram
9469,42,Si,1,Prioridad Alta,AdWords
9470,42,No,,Prioridad Media,Instagram
9471,42,Si,4,Prioridad Alta,Organico
9472,42,No,,Prioridad Baja,Organico
9473,42,No,,Prioridad Baja,Organico
9474,42,No,,Prioridad Media,Organico
9475,42,No,,Prioridad Alta,Instagram
9476,42,Si,1,Prioridad Alta,AdWords
9477,42,No,,Prioridad Baja,Organico
9478,42,No,,Prioridad Baja,Facebook
9479,42,Si,16,Prioridad Alta,Organico
9480,42,No,,Prioridad Alta,Organico
9481,42,Si,6,Prioridad Alta,Organico
9482,42,Si,8,Prioridad Alta,AdWords
9483,42,Si,4,Prioridad Alta,Organico
9484,42,No,,Prioridad Media,Facebook
9485,42,No,,Prioridad Alta,Facebook
9486,42,Si,4,Prioridad Media,Facebook
9487,42,Si,1,Prioridad Alta,Instagram
9488,42,Si,2,Prioridad Alta,Organico
9489,42,Si,11,Prioridad Baja,Instagram
9490,42,Si,1,Prioridad Alta,AdWords
9491,42,Si,3,Prioridad Alta,Organico
9492,42,Si,6,Prioridad Alta,AdWords
9493,42,No,,Prioridad Media,Instagram
9494,42,Si,11,Prioridad Alta,Organico
9495,42,No,,Prioridad Baja,Organico
9496,42,No,,Prioridad Media,Organico
9497,42,No,,Prioridad Baja,Instagram
9498,42,Si,3,Prioridad Alta,Instagram
9499,42,No,,Prioridad Baja,Instagram
9500,42,Si,1,Prioridad Alta,AdWords
9501,42,No,,Prioridad Alta,Instagram
9502,42,No,,Prioridad Alta,AdWords
9503,42,Si,4,Prioridad Alta,Instagram
9504,42,Si,19,Prioridad Alta,Instagram
9505,42,No,,Prioridad Baja,Organico
9506,42,No,,Prioridad Alta,Organico
9507,42,Si,4,Prioridad Alta,Facebook
9508,42,No,,Prioridad Media,Instagram
9509,42,No,,Prioridad Media,Facebook
9510,42,No,,Prioridad Baja,AdWords
9511,42,No,,Prioridad Baja,AdWords
9512,42,No,,Prioridad Baja,AdWords
9513,42,Si,5,Prioridad Media,Instagram
9514,42,Si,3,Prioridad Alta,Instagram
9515,42,Si,3,Prioridad Media,Facebook
9516,42,Si,15,Prioridad Alta,Instagram
9517,42,No,,Prioridad Baja,Organico
9518,42,Si,5,Prioridad Media,AdWords
9519,42,Si,5,Prioridad Alta,Instagram
9520,42,No,,Prioridad Baja,Organico
9521,42,Si,9,Prioridad Media,Organico
9522,42,No,,Prioridad Alta,AdWords
9523,42,Si,5,Prioridad Alta,AdWords
9524,42,No,,Prioridad Media,Organico
9525,42,No,,Prioridad Baja,Organico
9526,42,No,,Prioridad Alta,Organico
9527,42,No,,Prioridad Baja,Organico
9528,42,Si,8,Prioridad Alta,Organico
9529,42,Si,5,Prioridad Media,Organico
9530,42,Si,15,Prioridad Alta,Organico
9531,42,No,,Prioridad Media,Organico
9532,42,No,,Prioridad Media,Organico
9533,42,Si,7,Prioridad Media,AdWords
9534,42,Si,6,Prioridad Media,Organico
9535,42,No,,Prioridad Baja,Organico
9536,42,No,,Prioridad Baja,AdWords
9537,42,Si,19,Prioridad Alta,Instagram
9538,42,Si,2,Prioridad Alta,AdWords
9539,42,No,,Prioridad Baja,AdWords
9540,42,Si,13,Prioridad Alta,AdWords
9541,42,Si,1,Prioridad Alta,Organico
9542,42,No,,Prioridad Alta,Organico
9543,42,No,,Prioridad Alta,Organico
9544,42,Si,1,Prioridad Alta,Instagram
9545,42,Si,4,Prioridad Alta,Organico
9546,42,Si,1,Prioridad Alta,Facebook
9547,42,Si,5,Prioridad Baja,Facebook
9548,42,Si,1,Prioridad Alta,Facebook
9549,42,Si,3,Prioridad Alta,Facebook
9550,42,Si,1,Prioridad Alta,Facebook
9551,43,Si,4,Prioridad Alta,Organico
9552,43,Si,4,Prioridad Alta,Organico
9553,43,Si,3,Prioridad Media,Organico
9554,43,No,,Prioridad Alta,Organico
9555,43,Si,7,Prioridad Alta,Organico
9556,43,Si,12,Prioridad Alta,Instagram
9557,43,No,,Prioridad Baja,AdWords
9558,43,Si,3,Prioridad Alta,AdWords
9559,43,Si,4,Prioridad Alta,Instagram
9560,43,Si,3,Prioridad Baja,Instagram
9561,43,No,,Prioridad Baja,Instagram
9562,43,No,,Prioridad Alta,AdWords
9563,43,Si,9,Prioridad Alta,Organico
9564,43,No,,Prioridad Baja,AdWords
9565,43,Si,4,Prioridad Media,AdWords
9566,43,No,,Prioridad Alta,AdWords
9567,43,Si,14,Prioridad Alta,AdWords
9568,43,No,,Prioridad Baja,AdWords
9569,43,No,,Prioridad Alta,Instagram
9570,43,No,,Prioridad Media,AdWords
9571,43,No,,Prioridad Media,Instagram
9572,43,No,,Prioridad Alta,Organico
9573,43,No,,Prioridad Alta,Organico
9574,43,Si,5,Prioridad Alta,AdWords
9575,43,No,,Prioridad Media,AdWords
9576,43,No,,Prioridad Alta,Instagram
9577,43,No,,Prioridad Baja,Instagram
9578,43,No,,Prioridad Baja,Instagram
9579,43,No,,Prioridad Media,Instagram
9580,43,No,,Prioridad Alta,Instagram
9581,43,No,,Prioridad Alta,Instagram
9582,43,No,,Prioridad Media,Organico
9583,43,No,,Prioridad Baja,AdWords
9584,43,No,,Prioridad Alta,Organico
9585,43,No,,Prioridad Alta,Instagram
9586,43,No,,Prioridad Alta,Organico
9587,43,No,,Prioridad Alta,Organico
9588,43,No,,Prioridad Alta,Organico
9589,43,No,,Prioridad Baja,Instagram
9590,43,No,,Prioridad Baja,Facebook
9591,43,Si,16,Prioridad Media,Organico
9592,43,No,,Prioridad Alta,Organico
9593,43,Si,5,Prioridad Alta,Organico
9594,43,No,,Prioridad Alta,Instagram
